analyte	age_l	age_m	age_u	bmi_l	bmi_m	bmi_u	education_Ghana_l	education_Ghana_m	education_Ghana_u	aspirin_l	aspirin_m	aspirin_u	smoke_l	smoke_m	smoke_u	diabetes_l	diabetes_m	diabetes_u	PSA_l	PSA_m	PSA_u
NOS3	-0.00430406953728202	0.001371857536931	0.00704778461114403	0.00197654573708714	0.0108450116486218	0.0197134775601565	-0.06325209225758	-0.0279811412836325	0.00728980969031499	-0.196412428087803	-0.065354007057744	0.0657044139723146	-0.108937311357413	-0.054731245486743	-0.000525179616073408	-0.0894887380585464	0.0669345115847904	0.223357761228127	-0.0234314616632331	-0.0107750955719227	0.00188127051938764
ADGRG1	0.0149278870780441	0.026221629654081	0.0375153722301179	-0.00578577021657301	0.0118603640165942	0.0295064982497614	-0.0843177919204535	-0.0141370028610714	0.0560437861983107	-0.553965861459177	-0.293190828555753	-0.0324157956523283	-0.140827137447299	-0.0329699810746682	0.0748871752979622	-0.332105082573223	-0.0208600839535147	0.290384914666194	-0.046107702489091	-0.0209245493734108	0.00425860374226948
MICAB	-0.0252523255173216	-0.003946822205807	0.0173586811057076	-0.0638099248789982	-0.0305207146097747	0.0027684956594489	-0.289295668907017	-0.156900493114541	-0.0245053173220651	-0.684997277962962	-0.193048458545663	0.298900360871637	-0.304099337047469	-0.100628168230196	0.102843000587077	-0.0313849400872571	0.555774834818072	1.1429346097234	-0.0535516143376756	-0.00604391275087508	0.0414637888359255
CD4	0.00255130415280531	0.00904294170367905	0.0155345792545528	-0.0190362209478546	-0.00889323186832268	0.00124975721120923	-0.0594610944529787	-0.0191212122092925	0.0212186700343938	-0.317698028245993	-0.167804670527878	-0.0179113128097622	-0.0992785716509201	-0.0372823324303936	0.024713906790133	-0.101769583771211	0.0771338848494063	0.256037353470024	-0.00830730134139296	0.00616796239996638	0.0206432261413257
IL10	-0.0201064773785533	-0.0077834164366773	0.00453964450519873	-0.068046067636042	-0.0487916543111589	-0.0295372409862758	-0.255762540403193	-0.179185432796478	-0.102608325189763	-0.331229898075354	-0.0466876747199936	0.237854548635366	-0.150897357736009	-0.0332100364562118	0.0844772848235854	-0.57772727962276	-0.238115228079904	0.101496823462952	-0.0431036581601799	-0.0156252976022201	0.0118530629557397
CD8A	-0.00999623003511261	0.00234901691644483	0.0146942638680023	-0.0191181967335444	0.000170881566416805	0.019459959866378	-0.15596485582884	-0.0792498814649327	-0.00253490710102582	-0.580626508501426	-0.295572005238346	-0.010517501975266	-0.319569224862735	-0.201670023429004	-0.0837708219952739	-0.274543556568701	0.0656799206823456	0.405903397933392	-0.0184685134315988	0.00905931820958002	0.0365871498507588
CCL19	-0.0052107358285193	0.0059098520525071	0.0170304399335335	-0.000994712368640537	0.0163808728440681	0.0337564580567767	-0.0525056385227707	0.0165991446826302	0.0857039278880311	-0.336544700650545	-0.0797678482426238	0.177009004165298	-0.029410914396681	0.0767925852814868	0.182996084959655	-0.19616102495029	0.110311991977195	0.41678500890468	-0.00714126855794378	0.0176557786085536	0.0424528257750509
CXCL10	0.00944576930708924	0.0197347543294568	0.0300237393518243	-0.0165436243161658	-0.000467393641935615	0.0156088370322946	-0.130888619934678	-0.0669515253331017	-0.00301443073152574	-0.40008524098591	-0.162510283908017	0.075064673169875	-0.138230051881527	-0.0399685004957356	0.0582930508900556	-0.576076157126307	-0.29252133838271	-0.00896651963911388	-0.0415301175231583	-0.0185874053550059	0.00435530681314647
PTN	0.0489684533529326	0.0584035165930691	0.0678385798332055	-0.0314072833213848	-0.0166652798346812	-0.00192327634797753	-0.102098395322186	-0.043467682025876	0.0151630312704339	-0.318310081912271	-0.100452369083486	0.1174053437453	-0.0693171952878538	0.0207892583014361	0.110895711890726	-0.111920818873242	0.14810071299557	0.408122244864382	-0.0212125601577357	-0.000173950446847351	0.020864659264041
IL12RB1	-0.00413151122627197	0.00205816072926615	0.00824783268480426	-0.0180117348763741	-0.00834055798781566	0.00133061890074275	-0.113601693313334	-0.0751382646550518	-0.03667483599677	-0.274155179824792	-0.131234274996335	0.0116866298321217	-0.123777179764572	-0.0646647631755592	-0.00555234658654665	-0.228034740616427	-0.0574531618096308	0.113128416997166	-0.0204969185230817	-0.00669498744995049	0.00710694362318072
VEGFC	-0.0077309041445011	-0.00124059499949963	0.00524971414550184	0.00407407318635583	0.0142149866715327	0.0243559001567096	-0.00572690329711252	0.0346047240592608	0.0749363514156341	-0.21235604387737	-0.0624933593468821	0.0873693251836059	-0.0420444759408436	0.0199390767783814	0.0819226294976063	-0.268226980384323	-0.0893601213889996	0.0895067376063234	-0.0202911550771137	-0.00581885345820897	0.00865344816069576
MCP3	-0.0195325939288273	0.00100191720015332	0.0215364283291339	-0.0264373795980384	0.00564717849728278	0.0377317365926039	-0.25821942878047	-0.130615298946812	-0.00301116911315355	-0.0524561289365143	0.421690309169635	0.895836747275785	-0.101307230423097	0.0948008323348893	0.290908895092876	-0.604188985458302	-0.038277035104752	0.527634915248798	-0.0707459341430401	-0.0249574159051625	0.020831102332715
CXCL5	-0.00713494947185086	-0.00288150824150411	0.00137193298884265	-0.00566688424612842	0.000978990174884373	0.00762486459589717	-0.0137464124543625	0.0126850259951754	0.0391164644447132	-0.0195608213900008	0.0786520845026786	0.176864990395358	-0.0478018435613873	-0.00718075867171471	0.0334403262179579	-0.132578000256649	-0.0153571320674571	0.101863736121735	-0.0084710022519408	0.00101345881587626	0.0104979198836933
CXCL11	0.000357372358959777	0.0145805950210859	0.0288038176832119	-0.0375112417587097	-0.0152878827052951	0.00693547634811938	-0.110984575750531	-0.0225996154351376	0.0657853448802563	-0.473354699664833	-0.144937318735808	0.183480062193218	-0.112006887291356	0.0238273005753556	0.159661488442067	-0.273882158748478	0.118096575319205	0.510075309386889	-0.054878514980026	-0.0231631122526136	0.00855229047479888
PDL2	-0.0177652379024946	-0.00506882069726783	0.00762759650795896	-0.0429327900863181	-0.0230950187916987	-0.00325724749707932	-0.087416313107257	-0.00851912099482531	0.0703780711176064	-0.414389123963743	-0.121226021284767	0.171937081394209	0.00153035961582652	0.122783296510448	0.24403623340507	-0.00399240778500626	0.34590899371327	0.695810395211546	-0.0298320850231015	-0.00152120257230079	0.0267896798784999
LAPTGFbeta1	-0.00226054551258111	0.00272871797429301	0.00771798146116712	-0.00420698851278651	0.00358858612699912	0.0113841607667848	-0.0378324376201844	-0.00682850371815438	0.0241754301838756	-0.155124525976414	-0.0399213202017332	0.0752818855729477	-0.0299602394925728	0.0176880727002196	0.0653363848930119	-0.166574009491815	-0.0290745670677944	0.108424875356226	-0.00502810302554992	0.00609711835066761	0.0172223397268851
